path,label,img_name_no_ext,filepath,filename,md5,CAMID,X,View,zenodo_name,zenodo_link,Sequence,Taxonomic_Name,Locality,Sample_accession,Collected_by,Other_ID,Date,Dataset,Store,Brood,Death_Date,Stage,Sex,Unit_Type,file_type,record_number,species,subspecies,genus,file_url
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. nanna/CAM036131_d.png,Heliconius melpomene ssp. nanna,CAM036131_d,model_mimic_images/Heliconius melpomene ssp. nanna/CAM036131_d.JPG,CAM036131_d.JPG,0b15f6a54559fc7da6e4b777fea69b57,CAM036131,41327,dorsal,Filelist.csv,https://zenodo.org/record/5561246,"36,131",Heliconius melpomene ssp. nanna,Jiqui - JI13,,,,18/12/2020,,,,,,Male,,jpg,5561246,Heliconius melpomene,nanna,Heliconius,https://zenodo.org/record/5561246/files/CAM036131_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. nanna/CAM036120_d.png,Heliconius melpomene ssp. nanna,CAM036120_d,model_mimic_images/Heliconius melpomene ssp. nanna/CAM036120_d.JPG,CAM036120_d.JPG,3bc45b05f0964724476d84e7ce577ed3,CAM036120,41283,dorsal,Filelist.csv,https://zenodo.org/record/5561246,"36,120",Heliconius melpomene ssp. nanna,Jiqui - JI02,,,,17/11/2020,,,,,,Male,,jpg,5561246,Heliconius melpomene,nanna,Heliconius,https://zenodo.org/record/5561246/files/CAM036120_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. nanna/CAM036189_d.png,Heliconius melpomene ssp. nanna,CAM036189_d,model_mimic_images/Heliconius melpomene ssp. nanna/CAM036189_d.JPG,CAM036189_d.JPG,68cd5608dac6374ea08a1557a193c7ea,CAM036189,41487,dorsal,Filelist.csv,https://zenodo.org/record/5561246,"36,189",Heliconius melpomene ssp. nanna,Guaribas - RG16,,,,20/12/2020,,,,,,Female,,jpg,5561246,Heliconius melpomene,nanna,Heliconius,https://zenodo.org/record/5561246/files/CAM036189_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. nanna/CAM036161_d.png,Heliconius melpomene ssp. nanna,CAM036161_d,model_mimic_images/Heliconius melpomene ssp. nanna/CAM036161_d.JPG,CAM036161_d.JPG,99948b966beedf09224deda1571f4677,CAM036161,41419,dorsal,Filelist.csv,https://zenodo.org/record/5561246,"36,161",Heliconius melpomene ssp. nanna,Jiqui - JI10,,,,19/12/2020,,,,,,Male,,jpg,5561246,Heliconius melpomene,nanna,Heliconius,https://zenodo.org/record/5561246/files/CAM036161_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. nanna/CAM036128_d.png,Heliconius melpomene ssp. nanna,CAM036128_d,model_mimic_images/Heliconius melpomene ssp. nanna/CAM036128_d.JPG,CAM036128_d.JPG,5582805ef0f074c6971851256c535848,CAM036128,41315,dorsal,Filelist.csv,https://zenodo.org/record/5561246,"36,128",Heliconius melpomene ssp. nanna,Jiqui - JI08,,,,17/11/2020,,,,,,Female,,jpg,5561246,Heliconius melpomene,nanna,Heliconius,https://zenodo.org/record/5561246/files/CAM036128_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. nanna/CAM036122_d.png,Heliconius melpomene ssp. nanna,CAM036122_d,model_mimic_images/Heliconius melpomene ssp. nanna/CAM036122_d.JPG,CAM036122_d.JPG,ba223444d49fdc8ee0b51913033e043c,CAM036122,41291,dorsal,Filelist.csv,https://zenodo.org/record/5561246,"36,122",Heliconius melpomene ssp. nanna,Jiqui - JI04,,,,17/11/2020,,,,,,Male,,jpg,5561246,Heliconius melpomene,nanna,Heliconius,https://zenodo.org/record/5561246/files/CAM036122_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. nanna/CAM036159_d.png,Heliconius melpomene ssp. nanna,CAM036159_d,model_mimic_images/Heliconius melpomene ssp. nanna/CAM036159_d.JPG,CAM036159_d.JPG,b3f9d4fba3f92ae6ef5ec79fa8be8b50,CAM036159,41415,dorsal,Filelist.csv,https://zenodo.org/record/5561246,"36,159",Heliconius melpomene ssp. nanna,Jiqui - JI12,,,,19/12/2020,,,,,,Male,,jpg,5561246,Heliconius melpomene,nanna,Heliconius,https://zenodo.org/record/5561246/files/CAM036159_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. nanna/CAM036151_d.png,Heliconius melpomene ssp. nanna,CAM036151_d,model_mimic_images/Heliconius melpomene ssp. nanna/CAM036151_d.JPG,CAM036151_d.JPG,e830c49bd29405b2113bcc5a7c817537,CAM036151,41391,dorsal,Filelist.csv,https://zenodo.org/record/5561246,"36,151",Heliconius melpomene ssp. nanna,Guaribas - RG15,,,,18/12/2020,,,,,,Male,,jpg,5561246,Heliconius melpomene,nanna,Heliconius,https://zenodo.org/record/5561246/files/CAM036151_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. nanna/CAM036112_d.png,Heliconius melpomene ssp. nanna,CAM036112_d,model_mimic_images/Heliconius melpomene ssp. nanna/CAM036112_d.JPG,CAM036112_d.JPG,c51d2a8417c8ac3692d5b1f204ff911a,CAM036112,41251,dorsal,Filelist.csv,https://zenodo.org/record/5561246,"36,112",Heliconius melpomene ssp. nanna,Caetes - EC09,,,,16/12/2020,,,,,,Male,,jpg,5561246,Heliconius melpomene,nanna,Heliconius,https://zenodo.org/record/5561246/files/CAM036112_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. nanna/CAM036119_d.png,Heliconius melpomene ssp. nanna,CAM036119_d,model_mimic_images/Heliconius melpomene ssp. nanna/CAM036119_d.JPG,CAM036119_d.JPG,673bcbeedfa557e66fd395a7bfc97219,CAM036119,41279,dorsal,Filelist.csv,https://zenodo.org/record/5561246,"36,119",Heliconius melpomene ssp. nanna,Jiqui - JI02,,,,17/11/2020,,,,,,Female,,jpg,5561246,Heliconius melpomene,nanna,Heliconius,https://zenodo.org/record/5561246/files/CAM036119_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000902_d.png,Heliconius melpomene ssp. rosina,CAM000902_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000902_d.JPG,CAM000902_d.JPG,f5f749ddc6996665ea22fbe71b725434,CAM000902,7364,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,902,Heliconius melpomene ssp. rosina,"Pipeline road 1.5km,",,,,18/01/1999,Heliconiine Butterfly Collection Records from University of Cambridge,Box 10,,,,Female,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000902_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000602_d.png,Heliconius melpomene ssp. rosina,CAM000602_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000602_d.JPG,CAM000602_d.JPG,6d4e64c6da39790317a974ab1651fbfc,CAM000602,6796,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,602,Heliconius melpomene ssp. rosina,Pipeline road km and nearby,,,,29/08/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 7,,,,Male,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000602_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM001167_d.png,Heliconius melpomene ssp. rosina,CAM001167_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM001167_d.JPG,CAM001167_d.JPG,4e0420c0d395055cef3f693db3daac95,CAM001167,7892,dorsal,CAM.coll.images.batch4.csv,https://zenodo.org/record/2682669,"1,167",Heliconius melpomene ssp. rosina,"Pipeline road 1.5km,",,,,18/01/1999,Heliconiine Butterfly Collection Records from University of Cambridge,Box 13,,,,Male,wild,jpg,2682669,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682669/files/CAM001167_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000551_d.png,Heliconius melpomene ssp. rosina,CAM000551_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000551_d.JPG,CAM000551_d.JPG,c20201014d6aed9bd3e62f6b940a4fc7,CAM000551,6702,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,551,Heliconius melpomene ssp. rosina,"Pipeline road 1.5km,",,,,22/08/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 6,,,,Male,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000551_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000537_d.png,Heliconius melpomene ssp. rosina,CAM000537_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000537_d.JPG,CAM000537_d.JPG,c2a0becfef5324d140d86fadc9b17fe4,CAM000537,6676,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,537,Heliconius melpomene ssp. rosina,"Pipeline road 4km,",,,,16/08/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 6,,,,Male,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000537_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000834_d.png,Heliconius melpomene ssp. rosina,CAM000834_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000834_d.JPG,CAM000834_d.JPG,2bfe84e8ce442ca3a88662c373e1f89a,CAM000834,7228,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,834,Heliconius melpomene ssp. rosina,"Pipeline road 4.3km,",,,,16/11/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 10,,,,Male,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000834_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000703_d.png,Heliconius melpomene ssp. rosina,CAM000703_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000703_d.JPG,CAM000703_d.JPG,cd50a5aedb14368c58daae16161a59bd,CAM000703,6974,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,703,Heliconius melpomene ssp. rosina,"Camino de las cruces,",,,,16/09/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 8,,,,Female,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000703_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000794_d.png,Heliconius melpomene ssp. rosina,CAM000794_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000794_d.JPG,CAM000794_d.JPG,dcfc4aca92f87fbfd4f1c72942242d27,CAM000794,7148,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,794,Heliconius melpomene ssp. rosina,"Pipeline road 4.3km,",,,,04/11/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 9,,,,Male,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000794_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000548_d.png,Heliconius melpomene ssp. rosina,CAM000548_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000548_d.JPG,CAM000548_d.JPG,88bc084c311305701b79f7c72bb1a99d,CAM000548,6696,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,548,Heliconius melpomene ssp. rosina,Gamboa Country Club,,,,20/08/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 6,,,,Male,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000548_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000613_d.png,Heliconius melpomene ssp. rosina,CAM000613_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000613_d.JPG,CAM000613_d.JPG,2fd19bca6d58bdfa2e79ee1ab13c88b1,CAM000613,6810,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,613,Heliconius melpomene ssp. rosina,"El Renacer, Gamboa,",,,,29/08/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 7,,,,Male,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000613_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000901_d.png,Heliconius melpomene ssp. rosina,CAM000901_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000901_d.JPG,CAM000901_d.JPG,10ea30270f63f6c1ed2867db0a65a2b9,CAM000901,7362,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,901,Heliconius melpomene ssp. rosina,"Pipeline road 1.5km,",,,,18/01/1999,Heliconiine Butterfly Collection Records from University of Cambridge,Box 10,,,,Male,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000901_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM001137_d.png,Heliconius melpomene ssp. rosina,CAM001137_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM001137_d.JPG,CAM001137_d.JPG,7f41629bfbb6de51333c25009c0d8932,CAM001137,7832,dorsal,CAM.coll.images.batch4.csv,https://zenodo.org/record/2682669,"1,137",Heliconius melpomene ssp. rosina,Pipeline road,,,,25/01/1999,Heliconiine Butterfly Collection Records from University of Cambridge,Box 13,,,,Female,wild,jpg,2682669,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682669/files/CAM001137_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000810_d.png,Heliconius melpomene ssp. rosina,CAM000810_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000810_d.JPG,CAM000810_d.JPG,ff4365c98f7a9bdab7cb057f645c8c76,CAM000810,7180,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,810,Heliconius melpomene ssp. rosina,"Pipeline road 4.3km,",,,,,Heliconiine Butterfly Collection Records from University of Cambridge,Box 9,,,,Female,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000810_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000841_d.png,Heliconius melpomene ssp. rosina,CAM000841_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000841_d.JPG,CAM000841_d.JPG,18b825c17560a5c4fbb58b82ef3f1530,CAM000841,7242,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,841,Heliconius melpomene ssp. rosina,"Madden Hwy 4km from Gamboa turnoff,",,,,26/11/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 10,,,,Female,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000841_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000610_d.png,Heliconius melpomene ssp. rosina,CAM000610_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000610_d.JPG,CAM000610_d.JPG,1bef846974ef74f8cc117d945bebbcb3,CAM000610,6808,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,610,Heliconius melpomene ssp. rosina,"El Renacer, Gamboa,",,,,29/08/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 7,,,,Male,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000610_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM008053_d.png,Heliconius melpomene ssp. rosina,CAM008053_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM008053_d.JPG,CAM008053_d.JPG,66735b1d087116548d6e1b930bc2908f,CAM008053,8632,dorsal,CAM.coll.images.batch5.csv,https://zenodo.org/record/2684906,"8,053",Heliconius melpomene ssp. rosina,"Chiriqui Grande - Almirante 9.5km,",,,,10/09/2000,Heliconiine Butterfly Collection Records from University of Cambridge,Box 110,,,,Female,wild,jpg,2684906,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2684906/files/CAM008053_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM001067_d.png,Heliconius melpomene ssp. rosina,CAM001067_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM001067_d.JPG,CAM001067_d.JPG,b6c9e6c45076816109ff5a455a6899f0,CAM001067,7692,dorsal,CAM.coll.images.batch4.csv,https://zenodo.org/record/2682669,"1,067",Heliconius melpomene ssp. rosina,"Camino de las cruces,",,,,07/02/1999,Heliconiine Butterfly Collection Records from University of Cambridge,Box 12,,,,Male,wild,jpg,2682669,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682669/files/CAM001067_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000597_d.png,Heliconius melpomene ssp. rosina,CAM000597_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000597_d.JPG,CAM000597_d.JPG,77d30f2b9d4da8451d1c970189122457,CAM000597,6786,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,597,Heliconius melpomene ssp. rosina,"Pipeline road 2km,",,,,29/08/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 7,,,,Male,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000597_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000947_d.png,Heliconius melpomene ssp. rosina,CAM000947_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000947_d.JPG,CAM000947_d.JPG,1468b0d7b005acdf0090d9bafbef5379,CAM000947,7453,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,947,Heliconius melpomene ssp. rosina,"Pipeline road 1.5km,",,,,18/01/1999,Heliconiine Butterfly Collection Records from University of Cambridge,Box 11,A037,,,Male,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000947_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000893_d.png,Heliconius melpomene ssp. rosina,CAM000893_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000893_d.JPG,CAM000893_d.JPG,229770fec9ce1d1091e36b2d7922192a,CAM000893,7346,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,893,Heliconius melpomene ssp. rosina,"Camino de las cruces,",,,,17/01/1999,Heliconiine Butterfly Collection Records from University of Cambridge,Box 10,,,,Male,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000893_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000561_d.png,Heliconius melpomene ssp. rosina,CAM000561_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000561_d.JPG,CAM000561_d.JPG,e65cd8355e8e3c91f807740ca37e962b,CAM000561,6722,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,561,Heliconius melpomene ssp. rosina,"Pipeline road 7km,",,,,25/08/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 7,,,,Male,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000561_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM008052_d.png,Heliconius melpomene ssp. rosina,CAM008052_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM008052_d.JPG,CAM008052_d.JPG,b4475d2db0f17c73fcca4b272b615a46,CAM008052,8630,dorsal,CAM.coll.images.batch5.csv,https://zenodo.org/record/2684906,"8,052",Heliconius melpomene ssp. rosina,"Chiriqui Grande - Almirante 9.5km,",,,,10/09/2000,Heliconiine Butterfly Collection Records from University of Cambridge,Box 110,,,,Male,wild,jpg,2684906,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2684906/files/CAM008052_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM009554_d.png,Heliconius melpomene ssp. rosina,CAM009554_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM009554_d.JPG,CAM009554_d.JPG,b09bb1a117c3a881b35631678867b3ad,CAM009554,10850,dorsal,CAM.coll.images.batch6.csv,https://zenodo.org/record/2686762,"9,554",Heliconius melpomene ssp. rosina,Torti Abajo,,,9300,25/03/2012,Heliconiine Butterfly Collection Records from University of Cambridge,Box 122,,,,Male,,jpg,2686762,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2686762/files/CAM009554_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000858_d.png,Heliconius melpomene ssp. rosina,CAM000858_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000858_d.JPG,CAM000858_d.JPG,a02408c162139a769c96add0b0309b7a,CAM000858,7276,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,858,Heliconius melpomene ssp. rosina,Santa Rita Ridge,,,,12/02/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 10,,,,Female,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000858_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000628_d.png,Heliconius melpomene ssp. rosina,CAM000628_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000628_d.JPG,CAM000628_d.JPG,b4756d34925c9c85fb8382cac94ed0a2,CAM000628,6836,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,628,Heliconius melpomene ssp. rosina,Pipeline road,,,,19/08/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 7,A002,,,Female,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000628_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. rosina/CAM000573_d.png,Heliconius melpomene ssp. rosina,CAM000573_d,model_mimic_images/Heliconius melpomene ssp. rosina/CAM000573_d.JPG,CAM000573_d.JPG,bc0d6fc585909b850c2f69faf971732f,CAM000573,6744,dorsal,CAM.coll.images.batch3.csv,https://zenodo.org/record/2682458,573,Heliconius melpomene ssp. rosina,"Pipeline road 1.5km,",,,,23/08/1998,Heliconiine Butterfly Collection Records from University of Cambridge,Box 7,,,,Male,wild,jpg,2682458,Heliconius melpomene,rosina,Heliconius,https://zenodo.org/record/2682458/files/CAM000573_d.JPG
